,GCF_000956175.1_ASM95617v1,GCF_013407145.1_ASM1340714v1,GCF_000018465.1_ASM1846v1,GCF_013407165.1_ASM1340716v1,GCF_000875775.1_ASM87577v1,GCF_000007225.1_ASM722v1,GCF_000016385.1_ASM1638v1,GCF_000015805.1_ASM1580v1,GCF_000234805.1_ASM23480v1,GCF_000019805.1_ASM1980v1,GCF_900095295.1_MCBB,GCF_001458655.1_Mb9,GCF_000191585.1_ASM19158v1,GCF_000214725.1_ASM21472v1,GCF_002813695.1_ASM281369v1,GCF_000739065.1_ASM73906v1,GCF_000023985.1_ASM2398v1,GCF_000092305.1_ASM9230v1,GCF_000091665.1_ASM9166v1,GCF_000024625.1_ASM2462v1,GCF_000023965.1_ASM2396v1,GCF_000011085.1_ASM1108v1,GCF_018200015.1_ASM1820001v1,GCF_002844335.1_ASM284433v1,GCF_000007185.1_ASM718v1,GCF_000007065.1_ASM706v1,GCF_000969885.1_ASM96988v1,GCF_000969905.1_ASM96990v1,GCF_001304615.2_ASM130461v2,GCF_000970265.1_ASM97026v1,GCF_000195935.2_ASM19593v2,GCF_008245085.1_ASM824508v1,GCF_000011105.1_ASM1110v1,GCF_001577775.1_ASM157777v1,GCF_000215995.1_ASM21599v1,GCF_000800805.1_ASM80080v1,GCF_900090055.1_C.divulgatum_PM4,GCF_000152265.2_ASM15226v2,GCF_000008265.1_ASM826v1,GCF_000195915.1_ASM19591v1,GCF_000582535.1_ASM58253v1,GCF_000281235.1_ASM28123v1,GCF_018024475.1_ASM1802447v1,GCF_000026205.1_ASM2620v1,GCF_003640545.1_ASM364054v1,GCF_000734035.1_ASM73403v1,GCF_000025285.1_ASM2528v1,GCF_000385565.1_ASM38556v1,GCF_000194625.1_ASM19462v1,GCF_000025505.1_ASM2550v1,Genes,Z-DNAs,Z-DNAs_in_promoter,Genes_with_Z-DNAs_in_promoter,Max_zh-score,Average_zh-score,functions
28,WP_048116963.1,WP_179361409.1,WP_012214933.1,WP_179363283.1,WP_148703690.1,WP_011008284.1,WP_011901567.1,WP_011849564.1,WP_014287466.1,WP_012350140.1,WP_071907239.1,WP_048072204.1,WP_013644226.1,WP_013826247.1,WP_100905868.1,WP_048201115.1,WP_015791889.1,WP_013100071.1,WP_010870596.1,WP_012819604.1,WP_015763879.1,WP_007190460.1,WP_004961804.1,WP_101349939.1,WP_011018489.1,WP_011033221.1,WP_048167553.1,WP_048123319.1,WP_054299588.1,WP_048124004.1,WP_010867574.1,WP_011012839.1,*,*,*,WP_048112726.1,WP_077076642.1,WP_009886740.1,WP_011177401.1,WP_010900713.1,*,*,*,*,*,WP_048096380.1,WP_012940276.1,WP_015590724.1,WP_013682880.1,WP_012965409.1,42,28,6,6,38833.58,2530.1635500000007,shikimate dehydrogenase
29,WP_048116967.1,WP_179361407.1,WP_012214931.1,WP_179363281.1,WP_148703692.1,WP_011008292.1,WP_011901561.1,WP_011849580.1,WP_014287472.1,WP_012350146.1,WP_071906931.1,WP_048085949.1,WP_013644540.1,WP_013825823.1,WP_100909138.1,WP_048202356.1,WP_015791266.1,WP_013099777.1,WP_064496517.1,WP_048196943.1,WP_015763589.1,WP_011222834.1,WP_004963182.1,WP_101349543.1,WP_011018998.1,WP_011033187.1,WP_048167434.1,WP_048123266.1,WP_054299714.1,WP_048124199.1,WP_164490409.1,WP_223208981.1,*,*,*,WP_048112721.1,WP_077076643.1,WP_009886742.1,WP_011177403.1,WP_010900711.1,*,*,*,*,*,WP_010878994.1,WP_012940322.1,WP_015590465.1,WP_013684069.1,WP_048086605.1,42,35,6,6,28780.5,2537.258511428572,3-phosphoshikimate 1-carboxyvinyltransferase
30,*,*,*,*,*,WP_116422163.1,WP_011901472.1,WP_011849570.1,WP_014287478.1,*,WP_071906071.1,WP_048085549.1,WP_048186773.1,WP_013824924.1,WP_100908740.1,*,*,*,*,*,*,WP_011222656.1,WP_004965500.1,*,WP_158295965.1,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011178278.1,*,*,*,*,*,*,*,*,*,*,*,13,10,3,3,13713.99,3075.50582,NTP transferase domain-containing protein
31,*,*,*,*,*,WP_011008299.1,WP_011901473.1,WP_011849571.1,WP_014287479.1,WP_012350154.1,*,*,*,*,*,*,*,*,*,*,*,"WP_011222664.1,WP_049938568.1","WP_004965481.1,WP_004965485.1","WP_101351692.1,WP_101351694.1",*,*,*,*,*,*,*,*,*,*,*,*,*,WP_009887815.1,WP_011177922.1,*,*,*,*,*,*,*,*,*,*,*,13,59,8,8,27872.66,2768.5985830508475,xanthine dehydrogenase family protein molybdopterin-binding subunit
32,*,*,*,*,*,WP_011008300.1,WP_011008300.1,WP_011849572.1,WP_014287480.1,WP_012350156.1,*,*,*,*,*,*,*,*,*,*,*,WP_004965483.1,WP_004965483.1,WP_101351693.1,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_009887711.1,WP_011177921.1,*,*,*,*,*,*,*,*,*,*,*,10,10,2,2,8323.257,1899.5926300000003,(2Fe-2S)-binding protein
33,WP_048116965.1,WP_179361408.1,WP_012214932.1,WP_179363282.1,WP_148703691.1,WP_011008318.1,WP_011901491.1,WP_011849598.1,WP_014287498.1,WP_012350169.1,WP_145976004.1,WP_048073502.1,WP_013645481.1,WP_013825259.1,WP_100908861.1,WP_048201606.1,WP_015790765.1,WP_013099561.1,WP_010870958.1,WP_015733094.1,WP_015763302.1,WP_049938824.1,WP_004961686.1,WP_101349973.1,WP_011019978.1,WP_011034286.1,WP_048166735.1,WP_048123871.1,WP_054298020.1,WP_048125009.1,WP_010867575.1,WP_011012840.1,*,*,*,WP_048112723.1,WP_021790371.1,WP_009886741.1,WP_011177402.1,WP_010900712.1,*,*,*,*,*,WP_048095050.1,WP_012939446.1,WP_015591559.1,WP_013684580.1,WP_012964546.1,42,24,11,11,2962.843,1395.209675,shikimate kinase
34,WP_048116213.1,WP_179360016.1,WP_012215192.1,WP_179361906.1,WP_148703432.1,WP_011008321.1,WP_011901495.1,WP_011850259.1,WP_014287502.1,WP_012350171.1,WP_071907050.1,WP_048072006.1,WP_013644376.1,WP_013825986.1,WP_100909168.1,WP_048202533.1,WP_015791295.1,WP_013099994.1,WP_010869671.1,WP_015733739.1,WP_015762784.1,WP_004957423.1,WP_004957423.1,WP_101350589.1,WP_011018785.1,WP_011034055.1,WP_048167023.1,WP_048118683.1,WP_054299449.1,WP_048127606.1,WP_010867464.1,WP_011012966.1,WP_010885842.1,WP_068323223.1,WP_013904904.1,WP_048112680.1,WP_021790166.1,WP_019841599.1,WP_011177441.1,WP_010901679.1,*,*,*,*,*,WP_010879418.1,WP_012940746.1,WP_015589763.1,WP_013683660.1,WP_012965638.1,45,33,8,8,8922.646,1981.4320696969703,50S ribosomal protein L3
35,WP_048116214.1,WP_179360017.1,WP_012215191.1,WP_179361907.1,WP_148703433.1,WP_128621486.1,WP_128622310.1,WP_011850260.1,WP_014287503.1,WP_148682332.1,WP_071907049.1,WP_048072005.1,WP_013644377.1,WP_013825985.1,WP_100906026.1,WP_048202532.1,WP_015791294.1,WP_013099995.1,WP_010869672.1,WP_015733740.1,WP_015762785.1,WP_004957420.1,WP_004957420.1,WP_101350588.1,WP_011018784.1,WP_011034056.1,WP_048167022.1,WP_048118681.1,WP_054299448.1,WP_048127608.1,WP_010867463.1,WP_011012965.1,WP_010885841.1,WP_068323228.1,WP_013904905.1,WP_048112679.1,WP_021790165.1,WP_009887164.1,WP_011177442.1,WP_048162048.1,*,*,*,*,*,WP_010879417.1,WP_012940745.1,WP_015589762.1,WP_013683659.1,WP_012965639.1,45,23,2,2,13713.99,2022.5983391304349,50S ribosomal protein L4
36,WP_048116215.1,WP_179360018.1,WP_012215190.1,WP_179361908.1,WP_148703434.1,WP_011008323.1,WP_011901497.1,WP_011850261.1,WP_014287504.1,WP_012350173.1,WP_071907048.1,WP_048072004.1,WP_013644378.1,WP_013825984.1,WP_100906027.1,WP_048202531.1,WP_015791293.1,WP_013099996.1,WP_010869673.1,WP_015733741.1,WP_015762786.1,WP_004591553.1,WP_004591553.1,WP_004591553.1,WP_011018783.1,WP_011034057.1,WP_048167021.1,WP_048118677.1,WP_054299447.1,WP_048127609.1,WP_010867462.1,WP_014835564.1,WP_010885839.1,WP_014734794.1,WP_013904906.1,WP_048113865.1,WP_145983984.1,WP_009887165.1,WP_011177443.1,WP_010901677.1,WP_128571647.1,*,WP_210954829.1,WP_012504489.1,WP_121463690.1,WP_048064486.1,WP_048084529.1,WP_015589761.1,WP_013683658.1,WP_012965640.1,49,9,6,6,13713.99,2469.834355555556,50S ribosomal protein L23
37,*,*,*,*,*,WP_011008332.1,*,WP_011850269.1,WP_014287512.1,WP_012350181.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,1,1,2943.461,1499.793025,3-isopropylmalate dehydratase large subunit
38,WP_048115163.1,WP_179360564.1,WP_012215865.1,WP_179362450.1,WP_148704023.1,WP_011007992.1,WP_011900118.1,WP_011849488.1,WP_014289961.1,WP_012349973.1,*,*,*,*,*,*,*,*,*,*,WP_015761577.1,WP_011222418.1,WP_004958634.1,WP_101350986.1,*,WP_011033474.1,WP_048167784.1,WP_048117238.1,WP_054298290.1,WP_048124094.1,*,WP_011011314.1,*,*,*,WP_048111536.1,WP_077075866.1,WP_019841766.1,WP_011177736.1,*,*,*,*,*,*,*,*,*,*,*,24,24,1,1,38833.58,2645.814854166667,aconitate hydratase AcnA
39,WP_048117408.1,WP_179361259.1,WP_012214780.1,WP_179363115.1,WP_148703887.1,WP_011008333.1,WP_011901507.1,WP_011850270.1,WP_014287513.1,WP_012350182.1,WP_071907917.1,WP_048072865.1,WP_013643694.1,WP_013826937.1,WP_100909491.1,WP_048202012.1,WP_015792007.1,WP_013099752.1,WP_010870395.1,WP_015733452.1,WP_015761756.1,WP_011224366.1,WP_004959872.1,WP_101351354.1,*,WP_011032099.1,WP_048166131.1,WP_048121295.1,WP_054298041.1,WP_048126477.1,WP_010868438.1,WP_011011713.1,WP_010884824.1,WP_068321432.1,WP_013905327.1,WP_048111437.1,WP_197683161.1,WP_009886660.1,WP_011177533.1,WP_048162084.1,WP_025208634.1,*,*,*,*,WP_010878750.1,WP_012939795.1,WP_015591557.1,WP_013684049.1,WP_012965238.1,45,23,2,2,8323.257,1499.5411347826089,ornithine carbamoyltransferase
40,*,*,*,*,*,WP_011008336.1,WP_011901510.1,WP_011850277.1,WP_014287516.1,WP_012350185.1,*,*,*,*,*,*,*,*,WP_244409441.1,*,WP_012807837.1,WP_004514915.1,WP_004514915.1,WP_004514915.1,WP_011018918.1,*,*,*,*,*,WP_048146540.1,WP_014835550.1,*,WP_068324777.1,WP_013904868.1,*,*,*,*,*,*,*,*,*,*,WP_010877837.1,WP_012940416.1,*,"WP_013682907.1,WP_013684171.1",WP_012966937.1,20,10,5,5,1733.503,818.36254,archaemetzincin family Zn-dependent metalloprotease
41,WP_048115919.1,WP_179361457.1,WP_012215453.1,WP_179362161.1,WP_237087751.1,WP_116430427.1,WP_241428828.1,WP_226951944.1,WP_014287524.1,WP_245521994.1,WP_071905703.1,WP_048072899.1,WP_013643670.1,WP_013824572.1,WP_100907232.1,WP_048201677.1,WP_015790822.1,"WP_013099871.1,WP_013099921.1","WP_010870707.1,WP_010870909.1",WP_015733044.1,WP_174259137.1,"WP_011223790.1,WP_049938747.1","WP_004957642.1,WP_082229909.1","WP_101349702.1,WP_101351464.1",WP_226988658.1,"WP_011033231.1,WP_193334231.1","WP_048168066.1,WP_231588255.1","WP_048116644.1,WP_048118976.1","WP_054299027.1,WP_193726289.1","WP_048123989.1,WP_048127465.1",WP_010868464.1,WP_011012073.1,*,*,*,WP_052399222.1,*,*,WP_011177714.1,*,*,*,*,*,*,WP_048064191.1,WP_012940143.1,WP_015589789.1,WP_013684031.1,WP_012966749.1,49,66,6,3,37878.25,3178.390171212121,2-isopropylmalate synthase
42,WP_048115920.1,WP_179361458.1,WP_012215452.1,WP_179362159.1,WP_148703138.1,*,WP_011901513.1,WP_011850280.1,WP_014287525.1,WP_012350190.1,"WP_071907282.1,WP_071907805.1","WP_048085809.1,WP_048085914.1","WP_013644183.1,WP_144017501.1","WP_013826294.1,WP_013826816.1","WP_100905334.1,WP_100909233.1","WP_048202145.1,WP_173400812.1","WP_015791512.1,WP_048056444.1","WP_013099703.1,WP_013100072.1","WP_010870225.1,WP_010871120.1","WP_015732716.1,WP_015732830.1",WP_015763607.1,WP_007188416.1,WP_004962602.1,WP_101349711.1,"WP_011019151.1,WP_011019583.1",WP_011032593.1,WP_048168088.1,WP_048118189.1,WP_054297923.1,WP_048127020.1,"WP_010867562.1,WP_010868467.1",WP_011012076.1,WP_010885787.1,*,*,"WP_048111515.1,WP_048111595.1",*,WP_009886987.1,WP_011177711.1,*,*,*,*,*,*,WP_010878132.1,WP_012939784.1,WP_015590688.1,WP_013683292.1,WP_012966595.1,53,22,4,4,8323.257,1687.8487409090908,isocitrate/isopropylmalate dehydrogenase family protein
43,WP_048115592.1,WP_179360434.1,WP_012215695.1,WP_179362340.1,WP_148702943.1,"WP_011008340.1,WP_011009382.1","WP_011901327.1,WP_011901514.1","WP_011850281.1,WP_226952005.1","WP_014287526.1,WP_014287892.1",WP_012350647.1,*,WP_060537612.1,*,*,WP_100909025.1,*,*,*,*,*,"WP_012807542.1,WP_015764061.1,WP_015764081.1","WP_004962147.1,WP_004965653.1,WP_007187810.1","WP_004961632.1,WP_004962147.1,WP_004965653.1","WP_101349843.1,WP_101349988.1,WP_101351600.1,WP_101351603.1",*,WP_226987773.1,WP_048166339.1,WP_232316243.1,WP_054298759.1,*,WP_010867693.1,WP_011012748.1,WP_048053436.1,WP_068323663.1,WP_013905235.1,*,WP_077076850.1,WP_009887488.1,WP_011178116.1,"WP_010901058.1,WP_048161784.1",*,*,*,*,*,*,*,*,*,WP_012965279.1,44,47,10,7,28780.5,2306.237619148936,Glu/Leu/Phe/Val dehydrogenase
44,*,*,*,*,*,WP_011008343.1,WP_011901517.1,WP_193322943.1,WP_014287529.1,WP_012350644.1,*,*,*,*,*,*,*,*,*,*,WP_015762647.1,"WP_007189893.1,WP_011223816.1","WP_004957776.1,WP_004962132.1","WP_101349848.1,WP_101350693.1",*,WP_011033872.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877743.1,*,WP_015590398.1,WP_013683573.1,*,16,24,6,5,18247.98,4416.394208333334,amino acid ABC transporter permease
45,*,*,*,*,*,WP_193329195.1,WP_011901518.1,WP_011849710.1,WP_014287530.1,WP_148682390.1,*,*,*,*,*,*,*,*,*,*,WP_015762648.1,"WP_004962134.1,WP_007188855.1","WP_004957779.1,WP_004962134.1","WP_101349847.1,WP_101350694.1",*,WP_011033873.1,*,*,*,WP_048124464.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878183.1,*,WP_048098328.1,WP_048086176.1,*,17,23,0,0,38833.58,4875.925565217392,amino acid ABC transporter ATP-binding protein
46,*,*,*,*,*,WP_011008350.1,WP_011901524.1,WP_011849704.1,WP_014287534.1,WP_012350639.1,WP_071907204.1,WP_048072166.1,WP_013644264.1,WP_013826206.1,WP_100905905.1,WP_048202285.1,WP_015791835.1,WP_013100322.1,WP_010869929.1,WP_015732870.1,WP_012807565.1,WP_011223835.1,WP_004957838.1,WP_101350714.1,WP_011018663.1,*,*,*,*,*,WP_010868899.1,WP_011013140.1,WP_010886058.1,WP_068322816.1,WP_013906533.1,WP_048113585.1,*,WP_009887524.1,WP_011176931.1,WP_010901022.1,*,*,*,*,*,*,*,*,*,*,29,11,5,5,980.8116,772.8687272727274,dCTP deaminase
47,*,*,*,*,*,*,*,WP_011849698.1,WP_014287542.1,*,*,*,*,*,*,*,*,*,*,*,WP_015763290.1,WP_004961528.1,WP_004961528.1,WP_004961528.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,9,3,3,3428.529,1128.412011111111,phosphate uptake regulator PhoU
48,*,*,*,*,*,WP_011008361.1,WP_011901535.1,WP_011849693.1,WP_014287547.1,WP_012350628.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048167746.1,*,*,*,*,*,*,*,*,*,WP_077076084.1,*,*,*,*,*,*,*,*,*,*,*,*,*,7,8,0,0,3428.529,1295.5959374999998,Xaa-Pro peptidase family protein
49,WP_048114698.1,WP_179360765.1,WP_012216106.1,WP_179362649.1,WP_148702415.1,WP_011007383.1,WP_011901742.1,WP_011850740.1,WP_014289368.1,WP_012351271.1,WP_231916348.1,WP_048072381.1,WP_013644015.1,WP_227716956.1,WP_100907010.1,WP_048202073.1,WP_048056354.1,WP_013100429.1,WP_064496631.1,WP_015732706.1,WP_049940895.1,WP_049938744.1,WP_004962650.1,WP_101349697.1,WP_148679422.1,WP_011033446.1,*,WP_048123123.1,WP_054298326.1,WP_048124141.1,WP_048146836.1,WP_011012489.1,"WP_010885062.1,WP_048053321.1",WP_068322271.1,WP_013905514.1,WP_048111267.1,"WP_077075793.1,WP_077076093.1",WP_009887441.1,WP_011177782.1,WP_010901448.1,WP_025208856.1,*,WP_210954805.1,WP_012504200.1,WP_121463709.1,WP_010879526.1,WP_012939586.1,WP_015591157.1,WP_013684527.1,WP_012966935.1,50,27,4,4,65884.11,4238.20245925926,Xaa-Pro peptidase family protein
50,*,*,*,*,*,WP_011008363.1,WP_011899921.1,WP_011849115.1,WP_014287549.1,WP_012349834.1,*,*,*,*,*,WP_250634645.1,*,*,WP_010870477.1,*,WP_012807581.1,WP_011222608.1,WP_004965640.1,WP_101351607.1,WP_011019416.1,*,*,*,*,*,*,*,*,*,*,*,WP_077076065.1,WP_009887040.1,WP_011177262.1,*,*,*,*,*,*,*,*,*,*,*,15,31,1,1,16770.32,2318.227825806452,hydantoinase B/oxoprolinase family protein
51,*,*,*,*,*,WP_011008364.1,WP_011899920.1,WP_011849116.1,WP_014287550.1,WP_012349833.1,*,*,*,*,*,*,*,*,WP_064496680.1,*,WP_012807582.1,WP_011222607.1,WP_004965642.1,WP_101351606.1,WP_011019459.1,WP_011034814.1,WP_048166626.1,WP_048120762.1,WP_054300043.1,WP_048126537.1,*,*,*,*,*,*,WP_241810778.1,WP_009887039.1,WP_011177263.1,*,*,*,*,*,*,*,*,*,*,WP_012966785.1,20,46,1,1,24647.41,2455.6365956521754,hydantoinase/oxoprolinase family protein
52,WP_048116391.1,WP_179360120.1,WP_012215117.1,WP_179362002.1,WP_148703512.1,"WP_011007847.1,WP_011008368.1","WP_011901538.1,WP_128867488.1","WP_011849901.1,WP_011849902.1","WP_014287553.1,WP_148683062.1",WP_012350627.1,*,*,*,*,*,*,*,*,*,*,WP_015763497.1,"WP_011222686.1,WP_011223956.1,WP_011224163.1","WP_004958213.1,WP_004958995.1,WP_004965410.1","WP_101350858.1,WP_101351112.1,WP_101351728.1",*,WP_015411718.1,WP_048167567.1,WP_048123441.1,WP_054299023.1,WP_048123979.1,*,*,*,*,*,WP_048112559.1,WP_077076541.1,WP_009886234.1,WP_011177846.1,WP_010900967.1,*,*,*,*,*,WP_010878311.1,*,"WP_015590256.1,WP_236609671.1",*,WP_012964871.1,38,87,4,3,68804.91,3667.3628643678153,FAD-binding oxidoreductase
53,WP_048118768.1,WP_179360592.1,*,WP_179362479.1,WP_148704054.1,WP_011008371.1,WP_011900672.1,WP_011849106.1,WP_014287556.1,*,WP_071906540.1,WP_081944568.1,WP_013645456.1,*,WP_100906768.1,*,*,WP_013100649.1,*,*,"WP_012807576.1,WP_049940871.1","WP_004960702.1,WP_004964785.1,WP_011223336.1,WP_011223795.1","WP_004957659.1,WP_004960702.1,WP_004961239.1,WP_004964785.1","WP_101349080.1,WP_101350302.1,WP_101350655.1",*,"WP_011032326.1,WP_011034578.1","WP_048166128.1,WP_048168193.1","WP_048122244.1,WP_048123876.1","WP_054298038.1,WP_054298553.1","WP_048125572.1,WP_048127396.1",WP_010868400.1,"WP_011011518.1,WP_011011634.1","WP_010884868.1,WP_048053107.1","WP_068320284.1,WP_068321001.1","WP_013905038.1,WP_013906508.1",*,*,WP_009887376.1,*,WP_010901329.1,*,*,*,*,*,*,*,WP_201763926.1,*,WP_012965759.1,49,33,5,5,3174.797,987.158081818182,MoxR family ATPase
54,*,*,*,*,*,WP_011008378.1,WP_011901540.1,WP_011849096.1,WP_014287564.1,WP_012350622.1,WP_071907238.1,WP_048084733.1,WP_013644227.1,WP_048188411.1,WP_100906902.1,WP_173400811.1,WP_015790869.1,WP_013099849.1,WP_010870638.1,WP_015733430.1,WP_015762834.1,WP_049938883.1,WP_004957187.1,WP_101350527.1,WP_226988683.1,WP_011032953.1,WP_048167388.1,WP_048122882.1,WP_054299764.1,WP_048128070.1,WP_010868130.1,WP_014835275.1,WP_010885321.1,WP_068321833.1,WP_013905162.1,WP_048113500.1,WP_077075858.1,WP_009886718.1,WP_011177066.1,WP_010901761.1,*,*,*,*,*,WP_010878399.1,WP_012939868.1,WP_015590604.1,WP_013683936.1,WP_012965149.1,40,23,1,1,4615.4,1207.6684478260872,TatD family hydrolase
55,*,*,*,*,*,WP_011008383.1,"WP_011900043.1,WP_011901544.1",WP_193322971.1,WP_014287567.1,WP_012350618.1,*,*,*,*,*,*,*,WP_013100725.1,*,*,*,*,*,*,*,*,*,WP_232316280.1,*,*,WP_010868774.1,WP_014835102.1,WP_010884404.1,WP_068320277.1,WP_013906132.1,*,WP_021789918.1,WP_009886928.1,WP_048059446.1,WP_010900627.1,*,*,*,*,*,*,*,*,*,*,17,4,2,2,10616.46,3223.366425,metal-sulfur cluster assembly factor
56,WP_048117971.1,WP_179361148.1,*,WP_179362994.1,*,*,*,*,*,*,WP_071906378.1,WP_048073623.1,WP_013645610.1,WP_013825138.1,WP_100904567.1,WP_048201736.1,WP_015790867.1,*,WP_010870640.1,WP_015733432.1,*,WP_004966591.1,WP_004966591.1,WP_014030898.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_012964588.1,16,7,3,3,4860.206,1932.7969857142857,metal-sulfur cluster assembly factor
57,WP_048118559.1,WP_179360955.1,WP_012214461.1,WP_179362823.1,WP_148702389.1,*,*,*,WP_014287573.1,*,WP_071907271.1,WP_048072230.1,WP_013644196.1,WP_013826280.1,WP_100905841.1,*,*,*,*,*,*,WP_004961442.1,WP_004961442.1,WP_101350040.1,*,WP_011034324.1,WP_048166825.1,WP_048120889.1,WP_054298787.1,WP_048124863.1,WP_048147291.1,*,WP_048053347.1,WP_068322265.1,*,WP_048111365.1,WP_077076415.1,WP_019841659.1,*,WP_010901494.1,*,*,*,*,*,WP_048064441.1,WP_012939467.1,*,WP_013684449.1,WP_012964710.1,30,7,3,3,13713.99,3252.8235,YbhB/YbcL family Raf kinase inhibitor-like protein
58,*,*,*,*,*,*,WP_011900140.1,WP_011848900.1,WP_014287617.1,*,*,*,*,*,*,*,*,*,*,*,WP_015763926.1,WP_049938816.1,WP_004961862.1,WP_101349926.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_077076614.1,WP_009886724.1,*,*,*,*,*,*,*,WP_048095472.1,*,*,*,WP_012966774.1,11,25,4,4,3403.051,1073.3669759999998,CoA transferase
59,WP_048114415.1,WP_179360888.1,WP_012214427.1,WP_179362767.1,WP_148702519.1,WP_011008397.1,WP_011901555.1,WP_011848896.1,WP_014287622.1,WP_012350612.1,WP_071907549.1,WP_048084968.1,WP_013643995.1,WP_013826525.1,WP_100905632.1,WP_048201306.1,WP_015790755.1,WP_013099880.1,WP_064496801.1,WP_015733794.1,WP_240532184.1,WP_011224063.1,WP_004958649.1,WP_101350992.1,WP_011019433.1,WP_011032704.1,WP_048168018.1,WP_048118736.1,WP_054299151.1,WP_048129558.1,WP_010867216.1,WP_011011160.1,WP_048053026.1,WP_068322423.1,WP_013906209.1,WP_202965150.1,WP_241810770.1,WP_009886446.1,WP_011178109.1,WP_010901362.1,*,*,*,*,*,WP_010877949.1,WP_148208660.1,WP_015591332.1,WP_013683628.1,WP_012965936.1,45,18,2,2,49376.54,4068.96566111111,7-cyano-7-deazaguanine synthase QueC
60,WP_048118693.1,WP_179360702.1,WP_012216016.1,WP_179362594.1,WP_148702615.1,WP_011008398.1,WP_011901471.1,WP_011848897.1,WP_014287623.1,WP_012350611.1,WP_071906544.1,WP_048085163.1,WP_227717271.1,WP_013825300.1,WP_100907735.1,*,*,*,*,*,WP_015763295.1,WP_011223247.1,WP_004961548.1,WP_101350011.1,*,"WP_011032238.1,WP_226987704.1","WP_048168239.1,WP_231588254.1","WP_048119412.1,WP_232316151.1","WP_054298501.1,WP_226999688.1","WP_048124178.1,WP_048125347.1",WP_010868514.1,WP_011012155.1,WP_010884740.1,WP_068321647.1,WP_013905778.1,WP_048112392.1,*,WP_148285748.1,WP_237698752.1,WP_010901615.1,*,*,*,*,*,WP_010877629.1,WP_012940176.1,WP_015591282.1,WP_013684098.1,WP_012966073.1,43,19,6,6,10272.33,2090.180426315789,carbon-nitrogen hydrolase family protein
61,*,*,*,*,*,WP_011008403.1,*,WP_011849138.1,WP_014287636.1,"WP_012350927.1,WP_012351143.1",*,*,*,*,*,*,WP_015791055.1,*,WP_064496773.1,WP_015732760.1,*,"WP_004959188.1,WP_049939231.1","WP_004959188.1,WP_004966551.1",WP_101351202.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095657.1,WP_012940708.1,WP_236609679.1,*,WP_012966615.1,17,7,1,1,28780.5,5535.205785714285,ABC transporter ATP-binding protein
62,*,*,*,*,*,WP_011009329.1,"WP_011900965.1,WP_011901219.1",WP_011849508.1,WP_014288525.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_011223258.1,WP_004961511.1,WP_101350018.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013683506.1,WP_012965673.1,10,9,1,1,3428.529,1973.426111111111,ABC transporter ATP-binding protein
63,*,*,WP_187146556.1,*,*,"WP_011008404.1,WP_011009328.1","WP_011901218.1,WP_128867454.1","WP_193322833.1,WP_193322905.1","WP_014287637.1,WP_014288526.1",WP_012351142.1,*,*,*,*,*,WP_236953673.1,WP_048056294.1,WP_013100054.1,WP_010870779.1,"WP_015732761.1,WP_211204362.1",*,"WP_049939009.1,WP_049939249.1","WP_004959199.1,WP_007188558.1",WP_101351205.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095659.1,WP_048084895.1,WP_015591354.1,WP_013683505.1,WP_012966616.1,26,15,0,0,4860.206,1569.1161533333336,ABC transporter substrate-binding protein
64,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_240532176.1,WP_011223180.1,WP_229380441.1,WP_232794539.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,5,0,0,883.5764,770.56308,ABC transporter substrate-binding protein
65,*,*,*,*,*,"WP_011008412.1,WP_011009032.1","WP_011901463.1,WP_128867443.1","WP_011848872.1,WP_011849831.1","WP_014287648.1,WP_014288817.1","WP_012350605.1,WP_148682433.1",*,*,*,*,*,*,*,*,*,*,WP_015762650.1,"WP_004957786.1,WP_004962138.1","WP_004957786.1,WP_004962138.1","WP_101349845.1,WP_101350696.1",*,WP_011033871.1,*,*,*,WP_048124465.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877742.1,*,WP_015590399.1,WP_013683574.1,*,22,17,7,4,4545.701,2244.6531764705887,basic amino acid ABC transporter substrate-binding protein
